product,sub_product,issue,sub_issue,submitted_via,company,month_year,state,timely,company_response,number_of_complaints
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,AL,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,AL,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,AR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,AR,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,AZ,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,AZ,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,CA,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,CA,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,CO,Yes,Closed with explanation,6
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,CO,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,CT,Yes,Closed with non-monetary relief,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,DC,Yes,Closed with explanation,6
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,DC,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,DE,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,FL,Yes,Closed with explanation,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,FL,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,GA,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,GA,Yes,Closed with non-monetary relief,9
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,HI,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,ID,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,IL,Yes,Closed with explanation,8
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,IL,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,IN,Yes,Closed with explanation,10
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,IN,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,KS,Yes,Closed with explanation,5
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,KY,Yes,Closed with explanation,5
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,KY,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,LA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,LA,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,MA,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,MA,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,MD,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,MD,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,MI,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,MI,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,MN,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,MN,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,MS,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,NC,Yes,Closed with explanation,6
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,NC,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,NJ,Yes,Closed with explanation,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,NJ,Yes,Closed with non-monetary relief,9
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,NM,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,NM,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,NV,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,NV,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,NY,Yes,Closed with explanation,5
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,NY,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,OH,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,OH,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,OK,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,OR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,OR,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,PA,Yes,Closed with explanation,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,PA,Yes,Closed with non-monetary relief,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,PR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,RI,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,RI,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,SC,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,SC,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,TN,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,TN,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,TX,Yes,Closed with explanation,13
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,TX,Yes,Closed with non-monetary relief,5
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,UT,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,VA,Yes,Closed with explanation,6
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,VA,Yes,Closed with non-monetary relief,7
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,WA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,WI,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,WI,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,April 2022,WV,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,December 2021,HI,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,December 2021,HI,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,February 2022,HI,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,February 2022,KS,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,February 2022,NE,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,February 2022,NE,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,February 2022,NM,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,February 2022,RI,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,February 2022,WV,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,February 2022,WV,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,January 2022,AK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,January 2022,HI,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,January 2022,WV,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,January 2022,WV,Yes,Closed with non-monetary relief,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,DC,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,DE,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,IA,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,IA,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,ID,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,ID,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,KS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,KY,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,NE,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,NM,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,PR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,RI,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,March 2022,UT,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,November 2021,ID,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Experian Information Solutions Inc.,November 2021,NE,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,GOLDMAN SACHS BANK USA,April 2022,KY,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"General Motors Financial Company, Inc.",April 2022,OK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"HUNTINGTON NATIONAL BANK, THE",March 2022,IA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,JPMORGAN CHASE & CO.,April 2022,KY,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,JPMORGAN CHASE & CO.,March 2022,ID,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,LEXISNEXIS,April 2022,IL,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,LEXISNEXIS,December 2021,ID,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"Nelnet, Inc.",April 2022,MS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,PORTFOLIO RECOVERY ASSOCIATES INC,April 2022,NJ,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,PORTFOLIO RECOVERY ASSOCIATES INC,December 2021,AK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Resurgent Capital Services L.P.,December 2021,AK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,SECURITY FINANCE CORP,March 2022,NM,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,SYNCHRONY FINANCIAL,April 2022,NH,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Santander Consumer USA Holdings Inc.,April 2022,MS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Santander Consumer USA Holdings Inc.,April 2022,NJ,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,Self Financial Inc.,April 2022,PA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"Southwest Credit Systems, L.P.",April 2022,OR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"Spring Oaks Capital, LLC",April 2022,NJ,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,T.S. Holdings,April 2022,NV,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,TD BANK US HOLDING COMPANY,April 2022,AL,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,AL,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,AR,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,AZ,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,CA,Yes,Closed with non-monetary relief,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,CO,Yes,Closed with non-monetary relief,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,CT,Yes,Closed with non-monetary relief,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,DC,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,DC,Yes,Closed with non-monetary relief,8
